Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Mumbai, Maharashtra",3/8/2024,28.02,87.51,4.01569343,17.75,Moderate Rainfall,Yes,Low
Delhi,2/20/2024,35.09,59.79,8.622146264,16.5,Heavy Rainfall,No,High
"Bengaluru, Karnataka",3/7/2024,23.78843667,33.32467943,9.976003956,16.05000118,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",5/12/2024,28.14,60.68,6.662483791,9.6,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",1/27/2024,27.29,32.03,4.814213199,19.47,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/19/2024,19.61,59.01,5.909268229,18.22,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",3/18/2024,27.27,46.67,9.842190573,14.49,Heavy Rainfall,No,High
"Hazira, Gujarat",1/28/2024,34.67,65.92,3.554529417,15.83,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",5/8/2024,28.62,47.02,3.676588782,10.35,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/12/2024,28.27,82.04,7.01982069,12.09,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",3/1/2024,18.97,57.89,5.536428107,7.72,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",1/16/2024,31.35,40.35,7.763626949,18.06,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",4/17/2024,25.9,40.32,9.700711324,10.97,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",3/28/2024,16.14,50.66,9.223346906,4.04,Heavy Rainfall,No,High
"Kochi, Kerala",4/1/2024,29.57,73.03,8.82690427,6.27,Heavy Rainfall,No,High
"Kota, Rajasthan",1/10/2024,29.57,40.83,3.132231492,12.21,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/4/2024,34.38,62.24,2.833361238,18.93,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/11/2024,33.05,42.08,3.17526504,15.69,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",5/11/2024,34.56,51.47,9.972563415,17.72,Heavy Rainfall,No,High
"Jamnagar, Gujarat",5/5/2024,26.01,62.8,6.406583847,16.96,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2/10/2024,29.07,68.17,6.110524741,12.17,Moderate Rainfall,Yes,High
Delhi,2/3/2024,36.36,32.08,5.102209027,23.23,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/6/2024,-0.859673147,50.97533502,0.48339745,10.93149314,Clear,Yes,Low
"Chennai, Tamil Nadu",3/5/2024,26.69,74.81,0.981752984,10.74,Clear,Yes,Low
"Raipur, Chhattisgarh",5/8/2024,24.15,52.25,4.284169045,22.62,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/8/2024,26.01,45.61,9.653469194,7.57,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",1/28/2024,17.26,41.65,5.913613916,16.22,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/17/2024,33.16,65.47,3.429115095,12.96,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/19/2024,37.95,39.45,4.533543026,29.63,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/2/2024,28.1,67.38,0.458333849,16.3,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",3/19/2024,34.2,63.61,9.436132823,19.66,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",3/5/2024,23.26,42.06,7.405120953,14.56,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2/25/2024,36.08,47.04,3.491708749,23.88,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/27/2024,14.82,61.49,8.00982916,6.12,Heavy Rainfall,No,High
"Kochi, Kerala",5/3/2024,28.89,79.29,6.652811718,6.67,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/15/2024,38.62,30.91,7.670080349,6.99,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",4/23/2024,25.32,37.23,0.192282897,15.69,Clear,Yes,Low
"Indore, Madhya Pradesh",3/10/2024,34.27,50.82,7.478862128,14.33,Heavy Rainfall,No,Low
"Gandhar, Gujarat",3/22/2024,24.18,60.32,5.927897761,11.27,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",4/8/2024,26.58,51.63,9.30604795,6.66,Heavy Rainfall,No,High
"Mumbai, Maharashtra",1/1/2024,26.72,84.27,2.107958164,17.51,Moderate Rainfall,Yes,Low
Delhi,2/29/2024,36.53,43.12,7.139106237,9.4,Heavy Rainfall,No,High
"Bengaluru, Karnataka",5/12/2024,-8.351635085,81.36815415,6.634491328,11.68564987,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",2/28/2024,25.98,87.06,6.132640114,18.07,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",4/26/2024,24.14,44.1,6.200264228,23.43,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",3/2/2024,29.66,52.4,8.772447875,6.26,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/27/2024,21.44,53.44,9.745350383,15.38,Heavy Rainfall,No,High
"Hazira, Gujarat",4/22/2024,25.02,56.1,8.048825543,6.02,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2/9/2024,31.39,44.42,1.263153462,16.39,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2/16/2024,36.42,64.31,7.44823816,14.74,Heavy Rainfall,No,Low
"Jagdishpur, Uttar Pradesh",4/16/2024,24.74,59.23,8.90E-06,9.17,Other,Yes,Low
"Bina, Madhya Pradesh",3/18/2024,26.94,35.3,6.232834202,10.83,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/22/2024,35.71,59.5,8.364679179,13.65,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",3/10/2024,21.63,74.56,0.013633451,6.42,Clear,Yes,Low
"Kochi, Kerala",5/2/2024,27.74,82.32,8.456078701,15.2,Heavy Rainfall,No,High
"Kota, Rajasthan",4/2/2024,40.36,45.88,0.343731475,6.77,Clear,Yes,Low
"Nagpur, Maharashtra",2/14/2024,33.71,35.24,0.57868123,24.22,Clear,Yes,Low
"Indore, Madhya Pradesh",5/12/2024,37.71,50.56,6.723052291,22.33,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/11/2024,33.97,53.64,3.277195074,11.82,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/9/2024,28.3,41.76,0.309359146,19.91,Other,Yes,Low
"Mumbai, Maharashtra",4/4/2024,27.3,77.21,3.02047184,18.76,Moderate Rainfall,Yes,Low
Delhi,2/29/2024,13.3,38.2,3.882237435,22.42,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/15/2024,3.958893006,75.76921625,9.201133604,10.14868587,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",3/7/2024,34.05,81.93,1.172719618,9.5,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/28/2024,23.01,39.15,7.788653496,9.24,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",4/9/2024,34.5,35.44,6.850573758,7.16,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",3/7/2024,34.19,33.18,1.234976754,7.28,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/9/2024,27.28,42.09,9.476175618,8.52,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",4/30/2024,30.08,49.65,1.079509558,20.43,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/27/2024,25.21,74.52,2.202240863,26.46,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",5/5/2024,32.74,42.92,0.938852517,18.88,Clear,Yes,Low
"Bina, Madhya Pradesh",3/27/2024,25.23,35.1,4.252156779,14.07,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",5/5/2024,33.9,45.61,4.990892097,14.53,Moderate Rainfall,Yes,High
"Pata, Uttar Pradesh",4/4/2024,25.25,48.66,0.812171321,8.65,Clear,Yes,Low
"Kochi, Kerala",2/9/2024,25.23,70.05,9.887605342,5.96,Heavy Rainfall,No,High
"Kota, Rajasthan",1/16/2024,36.62,49.72,3.235751406,18.11,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/7/2024,37.26,55.19,10.51524942,17.05,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",3/23/2024,22.4,46.61,6.392873336,10.84,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",3/4/2024,25.1,59.78,0.688487014,16.26,Clear,Yes,Low
"Jamnagar, Gujarat",2/15/2024,26.98,41.52,9.035694771,17.58,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/1/2024,33.31,66.39,8.423294755,11.23,Heavy Rainfall,No,High
Delhi,5/6/2024,22.11,48.74,0.848909932,28.45,Clear,Yes,Low
"Bengaluru, Karnataka",4/17/2024,-7.65992926,53.0665202,8.215715954,3.186123602,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",1/25/2024,31.09,88.22,9.796148827,17.44,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",4/13/2024,32.46,52.5,0.604924273,6.04,Clear,Yes,Low
"Agra, Uttar Pradesh",1/24/2024,35.71,51.96,1.927695643,13.89,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/18/2024,33.46,50.91,7.994056639,11.95,Heavy Rainfall,No,Low
"Hazira, Gujarat",4/21/2024,24.64,52.42,2.694811264,12.14,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",4/12/2024,32.7,57.71,6.338888156,26.17,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",3/9/2024,34,69.03,3.485999569,21.02,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/5/2024,28.18,69.87,10.83017714,9.63,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",3/6/2024,20.91,38.37,2.689464277,21.19,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",3/12/2024,28.77,41.58,0.702744261,17.25,Other,Yes,Low
"Pata, Uttar Pradesh",5/13/2024,18.67,68.13,6.244844558,8.72,Moderate Rainfall,Yes,Low
"Kochi, Kerala",5/11/2024,31.14,91.53,0.397020933,13.17,Other,Yes,Low
"Kota, Rajasthan",3/30/2024,40.14,21.19,4.937740544,10.95,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",3/28/2024,33.85,64.45,3.585300519,10.65,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",3/28/2024,28.84,52.84,3.695162666,11.36,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",5/2/2024,29.11,57.89,5.725914385,9.82,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",1/25/2024,25.93,41.14,4.168194355,16.44,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",4/19/2024,31.67,78.47,5.243497451,24.65,Moderate Rainfall,Yes,Low
Delhi,4/29/2024,38.9,32.74,1.557533807,6.58,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/17/2024,-3.532311408,82.78428328,2.261668511,11.1443324,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/16/2024,25.94,77.28,2.641195984,8.14,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/15/2024,20.71,34.68,7.357479161,16.77,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2/28/2024,20.23,37.27,8.379767772,15.53,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",1/30/2024,27.15,36.5,2.588426371,16.39,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",4/1/2024,26.12,54.74,0.694854751,6.33,Clear,Yes,Low
"Vijaipur, Madhya Pradesh",3/17/2024,33.18,53.62,3.198096871,12.5,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2/9/2024,26.34,83.48,9.761604807,20.81,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",1/15/2024,33.88,54.49,3.46750984,14.46,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",4/11/2024,30.91,33.2,2.510058948,10.01,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",4/4/2024,22.94,42.43,5.737403456,21.32,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2/25/2024,17.69,47.4,7.900483522,5.1,Heavy Rainfall,No,Low
"Kochi, Kerala",4/29/2024,24.46,81.04,9.035605793,10.05,Heavy Rainfall,No,High
"Kota, Rajasthan",5/13/2024,26.43,34.74,7.498923284,15.41,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2/21/2024,28.83,50.54,2.432757917,13.57,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/4/2024,34.45,53.83,6.064323132,15.06,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",3/29/2024,26.02,60.62,6.970826911,14.62,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",3/12/2024,28.22,62.78,9.913579387,15.4,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/22/2024,33.85,69.07,0.813362399,24.27,Other,Yes,Low
Delhi,4/1/2024,37.5,47.23,1.299590262,12,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/7/2024,9.814952334,69.24506269,2.716731041,19.51938952,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",4/4/2024,29.85,71.54,0.342331338,17.67,Clear,Yes,Low
"Raipur, Chhattisgarh",4/17/2024,35.7,48.31,1.08809822,18.33,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2/21/2024,34.34,37.69,6.598507691,6.27,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/29/2024,31.26,36.12,3.76381192,6.23,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/30/2024,30.99,58.65,9.990582104,16.92,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",4/22/2024,36.79,53.21,3.53573089,18.96,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",3/15/2024,26.63,72.52,2.303802331,12.02,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/9/2024,25.84,45.41,1.365942486,21.99,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",5/7/2024,31.32,37.63,9.732990779,17.14,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",1/25/2024,27.52,45.61,2.438513665,12.93,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/24/2024,13.43,62.12,9.738928125,11.31,Heavy Rainfall,No,High
"Kochi, Kerala",4/28/2024,24.73,74.09,0.459267608,13.51,Other,Yes,Low
"Kota, Rajasthan",3/11/2024,30.98,27.26,2.538064205,5.2,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2/4/2024,38.72,36.97,0.953819258,23.45,Other,Yes,Low
"Indore, Madhya Pradesh",5/10/2024,32.77,54.59,2.827739843,18.79,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/3/2024,32.53,55.42,1.506386486,15.29,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",1/30/2024,31.35,57.32,5.478791192,7.69,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",4/22/2024,24.41,73.97,0.221059892,24.85,Other,Yes,Low
Delhi,5/16/2024,37.49,40.48,5.936726317,21.71,Moderate Rainfall,Yes,High
"Bengaluru, Karnataka",3/22/2024,30.15550303,50.49939614,1.433793227,27.46183718,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",4/7/2024,35.91,76.65,0.394807026,11.93,Clear,Yes,Low
"Raipur, Chhattisgarh",1/21/2024,31.13,54.77,1.094362441,14.82,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",3/5/2024,35.4,52.59,4.283967455,11.7,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2/9/2024,17.56,48.39,8.471779998,12.53,Heavy Rainfall,No,High
"Hazira, Gujarat",2/24/2024,29.5,64.32,0.375776285,7.28,Clear,Yes,Low
"Vijaipur, Madhya Pradesh",2/9/2024,20.75,53.9,3.199004603,19.93,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",3/27/2024,27.59,75.99,4.237562683,21.55,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",4/27/2024,18.68,52.89,1.289454445,10.75,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",3/11/2024,25.23,48.55,2.333462644,14.18,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",3/6/2024,27.59,39.16,2.422945933,16.29,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/16/2024,28.8,65.43,1.735971631,2.85,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/4/2024,27.58,82.23,7.740267303,16.98,Heavy Rainfall,No,High
"Kota, Rajasthan",2/27/2024,27.83,28.79,1.312888045,17.71,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/16/2024,37.88,62.57,7.097045702,13.37,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/17/2024,30.68,45.98,0.738519987,15.01,Clear,Yes,Low
"Gandhar, Gujarat",3/10/2024,27.76,67.74,6.629430608,17.08,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",1/16/2024,32.13,42.07,6.749312032,9.42,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",1/23/2024,29.14,62.51,3.472286039,22.73,Moderate Rainfall,Yes,Low
Delhi,2/20/2024,32.53,51.21,13.28933357,11.89,Heavy Rainfall,No,High
"Bengaluru, Karnataka",1/21/2024,27.20024887,45.60882082,1.472016859,15.13077391,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2/5/2024,31.12,65.47,7.612308493,10,Heavy Rainfall,No,Low
"Raipur, Chhattisgarh",5/9/2024,25.26,49.74,7.127274534,5.79,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2/29/2024,31.01,35.89,5.034158269,6.96,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/25/2024,25.41,30.19,0.141000772,13.39,Clear,Yes,Low
"Hazira, Gujarat",1/31/2024,27.4,66.63,5.300665947,17.42,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2/11/2024,34.1,37.07,4.477834751,28.65,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/21/2024,36.15,70.96,6.422150824,12.57,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/15/2024,20.04,63.96,4.130475273,17.33,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",3/16/2024,37.64,57.88,3.516154823,15.47,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/28/2024,33.72,39.49,10.1312612,20.01,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",4/12/2024,29.44,74.44,4.81737197,7.06,Moderate Rainfall,Yes,High
"Kochi, Kerala",5/11/2024,25.21,71.67,0.381908147,14.5,Clear,Yes,Low
"Kota, Rajasthan",1/9/2024,33.5,48.87,4.461866885,7.43,Moderate Rainfall,Yes,High
"Nagpur, Maharashtra",2/5/2024,35.95,53.7,0.400888612,20.28,Clear,Yes,Low
"Indore, Madhya Pradesh",3/7/2024,34.14,49.33,9.23392684,15.53,Heavy Rainfall,No,High
"Gandhar, Gujarat",2/14/2024,34.23,64.35,1.210362502,13,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",4/19/2024,29.98,48.18,5.578450444,9.04,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/2/2024,25.45,63.7,3.480327748,18.12,Moderate Rainfall,Yes,Low
Delhi,4/21/2024,38.1,24.6,6.996280009,5,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/17/2024,-9.225908666,63.98116641,0.171807483,11.37540407,Clear,Yes,Low
"Chennai, Tamil Nadu",2/4/2024,32.88,74.34,1.62171239,15.86,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/31/2024,27.3,45.11,3.409691377,6.88,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",4/22/2024,18.91,43.7,5.664712746,9.01,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/30/2024,33.44,39.88,9.064571157,13.82,Heavy Rainfall,No,High
"Hazira, Gujarat",3/1/2024,25.72,53.36,2.136517013,19.95,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/26/2024,20.26,35.59,6.811202958,12.64,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",1/18/2024,25.67,68.48,8.030007662,28.76,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",4/1/2024,34.16,68.86,0.981072553,5.21,Clear,Yes,Low
"Bina, Madhya Pradesh",3/1/2024,27.66,54.99,2.920979086,13.58,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/21/2024,23.53,58.53,9.706602749,14.39,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",3/2/2024,27.28,55.22,8.989430186,5.31,Heavy Rainfall,No,High
"Kochi, Kerala",2/10/2024,30.23,72.86,5.138412775,5.77,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",5/16/2024,37.13,26.91,6.582666194,5.75,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",4/16/2024,34.37,37.49,2.462845806,15.61,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2/13/2024,31.69,40.08,8.219279162,19.85,Heavy Rainfall,No,High
"Gandhar, Gujarat",1/7/2024,29.94,56.33,5.77847403,17.9,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/14/2024,36.46,63.09,7.383121433,5.08,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2/19/2024,29.33,86.13,4.331751519,23.93,Moderate Rainfall,Yes,Low
Delhi,1/27/2024,21.33,25.01,7.208778084,14.56,Heavy Rainfall,No,High
"Bengaluru, Karnataka",4/8/2024,22.39394664,30.81734849,3.399073234,18.74062798,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/15/2024,37.02,71.14,1.388777621,6.23,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/14/2024,23.38,46.56,1.104301285,19.68,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/29/2024,32.83,57.34,2.571170784,6.88,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/17/2024,33.79,49.3,7.479522642,7.53,Heavy Rainfall,No,Low
"Hazira, Gujarat",2/3/2024,26.68,50.87,3.058455087,14.88,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",4/2/2024,21.45,47.19,0.496858801,24.18,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2/3/2024,30,80.75,5.496877473,22.59,Moderate Rainfall,Yes,High
"Jagdishpur, Uttar Pradesh",2/25/2024,19.36,55.32,5.913811373,12.32,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",4/15/2024,31.39,58.05,3.983462233,16.16,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",4/29/2024,34.91,58.01,0.488126231,20.87,Other,Yes,Low
"Pata, Uttar Pradesh",3/17/2024,22.75,66.88,1.765580003,6.16,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/20/2024,26.92,75.26,4.433244391,5.07,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",5/8/2024,37.31,26.26,0.893678215,9.81,Clear,Yes,Low
"Nagpur, Maharashtra",3/9/2024,38.81,35.01,1.054503162,18.88,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/2/2024,29.2,34.24,6.328483371,18.59,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",3/8/2024,26.21,63.06,9.73587393,9.86,Heavy Rainfall,No,High
"Jamnagar, Gujarat",5/5/2024,24.25,58.14,3.450148064,17.15,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/12/2024,26.07,63.56,9.152247634,10.63,Heavy Rainfall,No,High
Delhi,1/27/2024,19.31,54.59,5.487400564,27.18,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/9/2024,6.450084895,86.77599811,3.789979251,7.05463023,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2/11/2024,37.54,79.25,3.1012978,11.16,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/3/2024,27.74,44.63,9.613701495,19.92,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",5/10/2024,33.43,48.95,7.751618092,5.72,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/3/2024,24.87,37.51,2.689409238,16.63,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/19/2024,26.98,47.22,2.75813883,10.95,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/29/2024,28.76,39.56,7.974170057,16.74,Heavy Rainfall,No,Low
"Kakinada, Andhra Pradesh",4/27/2024,28.39,60.85,4.608654,17.63,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/22/2024,34.39,69.08,5.569352197,19.05,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",3/21/2024,32.09,41.37,6.261554666,22.91,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/18/2024,23.14,41.06,5.546970657,11.18,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",1/22/2024,16.74,55.58,6.472397142,10.7,Moderate Rainfall,Yes,High
"Kochi, Kerala",5/3/2024,31.49,70.5,9.43992058,7.73,Heavy Rainfall,No,High
"Kota, Rajasthan",2/23/2024,33.01,43.33,6.983646603,9.62,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",1/9/2024,33.26,35.53,7.49631048,15.49,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",1/9/2024,23.27,33.34,8.771950195,11.82,Heavy Rainfall,No,High
"Gandhar, Gujarat",5/9/2024,30.46,65.52,2.586034945,11.21,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",5/3/2024,25.47,54.24,3.016767311,15.56,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",1/8/2024,26.36,86.32,13.54524922,14.33,Heavy Rainfall,No,High
Delhi,5/1/2024,14.77,54,0.706598685,21.64,Clear,Yes,Low
"Bengaluru, Karnataka",4/3/2024,0.632827394,57.25455102,1.805221615,19.43715427,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2/11/2024,35.78,61.74,2.642681288,7.86,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",5/16/2024,20.22,35.48,3.55408906,18.54,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",4/26/2024,18.02,34.72,4.940660819,19.99,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2/11/2024,17.82,53.2,2.924848018,15.64,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",4/6/2024,35.12,55.63,5.686284201,13.28,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",3/24/2024,35.02,57.42,9.968475259,25.93,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",3/7/2024,36.06,75.34,5.678524919,21.7,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/24/2024,19.85,67.72,0.032065992,17.71,Clear,Yes,Low
"Bina, Madhya Pradesh",1/19/2024,37.35,32.12,9.980547442,11.82,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",5/4/2024,22.38,47.55,9.450753466,20.71,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2/12/2024,19.3,57.63,1.702695415,4.78,Moderate Rainfall,Yes,Low
