Temperature,Wind speed,Rain in mm,Location,Work Suitability
32.3,6.3,41.4,Bangalore,No
22.5,11.6,1,Bangalore,Yes
43.73398711,79.42288158,99.5,Guwahati,No
44.87594125,33.37860422,52.5,Guwahati,No
47.79890863,61.57182511,86.8,Vijaipur,No
24.5,11.2,17.6,Bangalore,Yes
24,1.6,11.9,Vijaipur,Yes
19,6.5,50.5,Bangalore,No
19.7,1.6,12.4,Guwahati,Yes
23.1,1.5,7.3,Vijaipur,Yes
34.2,1.7,90.6,Vijaipur,No
23.7,9.8,7.3,Bangalore,Yes
21.4,3.4,70.2,Bangalore,No
20.8,6,72,Vijaipur,No
17.8,7,67.7,Vijaipur,No
26.7,11.1,90.1,Bangalore,No
40.11623345,94.10452821,92.2,Bangalore,No
30.6,4.1,19,Vijaipur,Yes
33.9,5.1,33.7,Guwahati,No
33.1,7.3,99.5,Bangalore,No
27.9,14.4,92.7,Bangalore,No
23.8,4.8,86.6,Guwahati,No
49.85720744,41.63834673,48.1,Bangalore,No
30.3,6.9,13,Bangalore,Yes
18.1,8.1,29.6,Guwahati,No
23.2,9.3,98.5,Bangalore,No
24.3,1.8,63.5,Guwahati,No
45.38266355,41.0929617,29.2,Vijaipur,No
42.53817204,51.87824128,59.3,Guwahati,No
19.4,10,2.2,Vijaipur,Yes
29.8,2.2,61.7,Vijaipur,No
21.9,12.7,34.6,Guwahati,No
36.24135604,75.03667287,33.8,Vijaipur,No
34.4,14.5,13.5,Bangalore,Yes
16.7,7.9,79.4,Guwahati,No
40.08942207,73.22029537,63.1,Bangalore,No
23.8,11.3,52.9,Guwahati,No
15.3,1.7,64.3,Vijaipur,No
23.3,6.1,59.1,Guwahati,No
15.5,5.1,37.2,Vijaipur,No
29.6,8.2,45.2,Vijaipur,No
46.22378036,34.98238523,30.2,Vijaipur,No
15.2,1.8,50.9,Guwahati,No
33.4,10.4,77.4,Guwahati,No
18.7,8.1,94.5,Guwahati,No
31.1,3.3,14.6,Bangalore,Yes
15.8,6.8,62.6,Bangalore,No
32.7,4.2,71.3,Vijaipur,No
25.8,7.8,8.6,Vijaipur,Yes
44.67023265,57.41691874,75.4,Guwahati,No
31.4,10.9,21.1,Vijaipur,No
40.43615245,35.13691722,64.6,Guwahati,No
15.1,7.4,78,Bangalore,No
22.7,3.2,20.6,Guwahati,No
18.1,8.4,10.6,Vijaipur,Yes
21.8,14.5,6.5,Guwahati,Yes
17.2,9.9,93.6,Vijaipur,No
33.8,14.2,31.8,Vijaipur,No
23.9,8.6,13,Bangalore,Yes
33.6,8.9,93.3,Vijaipur,No
26.8,14,10.1,Guwahati,Yes
33.1,10.4,95.3,Guwahati,No
27.5,12.8,29.9,Vijaipur,No
31.7,11.9,10.8,Guwahati,Yes
39.52616982,86.5418181,21.4,Bangalore,No
42.19313217,75.27088676,61.6,Guwahati,No
33.2,1.1,79.6,Bangalore,No
26.5,10.7,70.2,Guwahati,No
40.08611269,32.36998384,36.6,Guwahati,No
28.9,2.5,45.6,Vijaipur,No
20,3.9,96,Guwahati,No
36.70907076,55.94972643,59.6,Vijaipur,No
32.8,3.7,64.1,Bangalore,No
32.7,2.9,25.9,Guwahati,No
43.42571884,41.02146123,20.6,Vijaipur,No
35.1367827,78.72612038,83.1,Guwahati,No
43.72327545,76.96831006,56.5,Bangalore,No
25.6,4.1,59.4,Bangalore,No
20.6,1.3,97.6,Bangalore,No
15.8,1.8,34.6,Guwahati,No
42.45061847,84.01889663,72.8,Guwahati,No
49.89080484,50.74474725,94.5,Vijaipur,No
46.43664297,48.38904492,84.3,Guwahati,No
16.4,12.3,76.5,Bangalore,No
28.9,4.9,37.7,Bangalore,No
38.37735942,91.04809897,46.2,Bangalore,No
20.1,8.8,78.1,Guwahati,No
17.2,14.9,9.5,Bangalore,No
17.1,10.7,22.4,Bangalore,No
30.2,10.9,80.3,Guwahati,No
22.2,12.8,23.7,Bangalore,No
23.9,7.5,99.8,Vijaipur,No
30.1,2.9,94.7,Guwahati,No
19.9,3.2,0.2,Guwahati,Yes
27.1,3.5,48.7,Vijaipur,No
48.68584985,89.48742232,38.1,Guwahati,No
26.8,13.9,5.5,Guwahati,Yes
36.84772192,70.44825262,57.2,Vijaipur,No
45.51909425,74.050538,88.2,Vijaipur,No
24.2,7.3,62.7,Vijaipur,No
47.55017849,34.77172731,48.9,Guwahati,No
35.53414975,43.14347521,33.2,Vijaipur,No
23.7,4.5,97.5,Bangalore,No
35.24876656,48.56013477,58,Guwahati,No
23.5,7.5,94,Bangalore,No
25.3,6.3,16.2,Guwahati,Yes
27.3,5.4,88.9,Guwahati,No
16.8,14.1,93.8,Guwahati,No
27.1,10.5,4.3,Bangalore,Yes
28.5,11.9,43.5,Bangalore,No
48.71982899,59.44650468,29.7,Guwahati,No
27.7,2.5,0.5,Guwahati,Yes
44.80017622,37.04326459,95.2,Vijaipur,No
28.7,8,20.4,Guwahati,No
42.15294806,49.48475449,79.8,Bangalore,No
35,14.9,15.3,Bangalore,Yes
19.1,9.2,0.8,Vijaipur,Yes
41.41582037,60.67781138,21.6,Bangalore,No
29.7,14.6,71.9,Bangalore,No
19.9,3.1,91.2,Vijaipur,No
28.7,4.5,13.3,Bangalore,Yes
30.8,3.6,23.3,Bangalore,No
27.9,5.6,11.3,Vijaipur,Yes
19,14.5,75.9,Vijaipur,No
15.6,10.7,6.8,Vijaipur,No
22.2,8,8.7,Vijaipur,Yes
16.9,11.1,58.8,Guwahati,No
33,10.2,95.3,Vijaipur,No
31.9,11.7,93.3,Guwahati,No
25.5,8.6,95.5,Bangalore,No
28.1,11.1,19.3,Bangalore,Yes
34.6,3.2,67.1,Vijaipur,No
21.5,14.7,87,Guwahati,No
49.74440968,74.85513644,94.8,Bangalore,No
27.7,13.2,26.9,Vijaipur,No
17.5,11.4,48.4,Vijaipur,No
28.4,5.3,85.9,Guwahati,No
28.8,6,85.4,Vijaipur,No
38.90515474,41.16945036,35.2,Bangalore,No
29.5,10.8,86.7,Guwahati,No
25.2,4.9,69.7,Bangalore,No
22.2,4.6,6.7,Vijaipur,Yes
22.3,10.8,79.7,Bangalore,No
31.3,10.5,56.2,Vijaipur,No
16,8,71.4,Bangalore,No
32.4,4.9,99.6,Vijaipur,No
19.5,1.3,57.5,Bangalore,No
31.9,7.6,78,Vijaipur,No
33,3.1,6.5,Bangalore,Yes
19.6,12.1,43.1,Guwahati,No
20.8,14.4,18.6,Bangalore,Yes
18.6,8,66.6,Guwahati,No
17.7,1.2,16.3,Guwahati,No
44.05468558,59.49865173,64.1,Bangalore,No
49.59135004,63.6032155,28.5,Vijaipur,No
45.97728404,47.95271615,84,Bangalore,No
24.5,10.9,33.2,Guwahati,No
40.75501615,47.60061882,25,Guwahati,No
24.5,3.2,22.6,Bangalore,No
29.6,3.1,78.3,Guwahati,No
38.3704111,87.57480791,42.9,Vijaipur,No
36.82376622,29.3662417,82,Guwahati,No
25.8,5.1,77.5,Vijaipur,No
24.7,7.3,9.6,Bangalore,Yes
30.9,4.4,71.9,Guwahati,No
18.1,6.8,21.2,Vijaipur,No
27.6,12.6,32.5,Guwahati,No
22.8,13.2,68.1,Guwahati,No
22.9,1.2,3.5,Guwahati,Yes
15.3,3.4,63.7,Bangalore,No
37.40943848,33.37167995,84.3,Vijaipur,No
34.2,6,74.1,Bangalore,No
31.5,5.5,74,Bangalore,No
29.4,11.1,81.8,Guwahati,No
37.60738293,68.21179474,25.9,Guwahati,No
32.5,13.6,53.9,Bangalore,No
23.7,15,46.5,Bangalore,No
33.6,6.9,60.3,Bangalore,No
24.3,4.5,28.8,Vijaipur,No
42.81815529,68.36239147,86.2,Bangalore,No
33.2,14.8,75.6,Vijaipur,No
25.4,1.7,94.8,Bangalore,No
20.4,12.9,39.1,Bangalore,No
21.6,4.9,21.7,Bangalore,No
20.4,14.6,58.3,Vijaipur,No
38.21636284,27.61995269,43.3,Bangalore,No
25.1,5.8,9.5,Guwahati,Yes
24.4,13.9,40.4,Bangalore,No
48.35130051,93.93796809,64.3,Guwahati,No
31,1.6,19.2,Guwahati,Yes
31.9,11.6,37.9,Guwahati,No
46.91069417,49.75746163,98.9,Bangalore,No
24.8,14.7,29.8,Guwahati,No
34.2,4,91,Guwahati,No
35.41750763,65.42801128,56.3,Guwahati,No
17.1,5.9,66.3,Bangalore,No
39.59989243,83.17229343,40,Vijaipur,No
22,9.5,25.4,Guwahati,No
23.2,12.4,45,Guwahati,No
30.5,12.8,94.7,Bangalore,No
16.4,2.8,2.1,Vijaipur,No
19.6,2.6,89.7,Guwahati,No
47.82909298,72.92737187,67.4,Vijaipur,No
28.1,13.8,5,Guwahati,Yes
33.1,12.4,37.5,Bangalore,No
33.4,8.5,16.3,Guwahati,Yes
23.3,10.2,38.5,Bangalore,No
34.2,6.9,68.8,Guwahati,No
26.2,1.5,34.7,Vijaipur,No
36.84302138,38.30602526,82.5,Guwahati,No
23.4,4.4,1.8,Vijaipur,Yes
47.86893183,75.9741383,29.8,Bangalore,No
31,1.7,81.1,Bangalore,No
31.1,2.5,2,Guwahati,Yes
32.4,9.1,45.3,Bangalore,No
44.29554797,87.14011993,39,Guwahati,No
15.1,4.8,82.7,Guwahati,No
27.6,8.3,54.2,Guwahati,No
29.6,14.8,42.8,Vijaipur,No
17.3,13,73.5,Bangalore,No
25.7,14.9,8.8,Bangalore,Yes
21.6,4.8,50.1,Vijaipur,No
31.3,13.8,52.1,Bangalore,No
48.01389161,30.45776339,21.4,Guwahati,No
22.4,2.3,33.8,Guwahati,No
24.9,11.2,66.2,Guwahati,No
26.5,9.4,95.6,Vijaipur,No
35.54440024,93.84968411,20.5,Bangalore,No
44.44975565,92.22880473,22.7,Bangalore,No
45.48662855,73.92310865,95.5,Vijaipur,No
31.4,10.4,4.1,Vijaipur,Yes
33.6,14.9,13.3,Bangalore,Yes
45.39681492,61.05670836,16.4,Vijaipur,No
40.84495671,26.62465209,94.8,Bangalore,No
25.8,6.4,89.1,Bangalore,No
26.3,1.8,8.9,Guwahati,Yes
19.9,2.1,4.6,Vijaipur,Yes
49.79551696,27.55985222,78.2,Vijaipur,No
15.8,5.9,24.6,Bangalore,No
31.9,10.4,39.4,Bangalore,No
31.1,10.4,55.8,Guwahati,No
48.86923541,61.74439311,89.9,Guwahati,No
17.2,2,53.2,Guwahati,No
29.9,5.7,15.7,Guwahati,Yes
18.1,7.8,47.1,Vijaipur,No
20.1,9.7,59.3,Vijaipur,No
27.3,7.2,16.3,Bangalore,Yes
31.2,6.4,29.9,Bangalore,No
32.3,1.2,89.5,Guwahati,No
32.5,13.6,28.6,Guwahati,No
20.9,2.1,16.9,Vijaipur,Yes
27.9,14.9,4.9,Vijaipur,Yes
23.6,2.9,56.1,Vijaipur,No
30.5,5.8,43.9,Guwahati,No
24,2,88.6,Bangalore,No
46.41585113,78.03866724,50.3,Vijaipur,No
22.5,13,9.4,Vijaipur,Yes
24.4,3.2,74,Guwahati,No
33.8,5.3,59.2,Vijaipur,No
20.8,9.7,14,Vijaipur,Yes
42.68329164,69.71190834,89.4,Guwahati,No
49.289765,52.86141007,67.6,Guwahati,No
35.53367773,26.54696464,78.6,Guwahati,No
26.2,4.5,24.8,Vijaipur,No
31.6,2.7,21.8,Guwahati,No
27,4.3,94.1,Bangalore,No
34.5,6.6,61.3,Guwahati,No
40.65729768,26.74452117,59.6,Guwahati,No
22.4,1.5,38.8,Guwahati,No
17.8,1.2,67.4,Guwahati,No
28.7,2.6,94.8,Bangalore,No
28.2,3.8,61.6,Vijaipur,No
19.4,11.4,84.2,Vijaipur,No
16.7,8.6,40.2,Vijaipur,No
29.4,14.3,91.3,Guwahati,No
23.3,13.6,52,Vijaipur,No
45.34500389,69.5977819,95.3,Bangalore,No
17.2,7.5,47.7,Guwahati,No
34.1,7.6,9.3,Vijaipur,Yes
19.3,12.5,2.4,Bangalore,Yes
37.66190881,31.37266983,79,Vijaipur,No
32.4,11.1,63.3,Guwahati,No
34,11.1,12.4,Vijaipur,Yes
32.1,4.9,64.2,Guwahati,No
35.5993933,71.9525828,19.3,Bangalore,No
19.6,7.8,38.9,Bangalore,No
15.8,6.1,98.9,Vijaipur,No
20.1,9,60.5,Guwahati,No
47.28896425,37.48893019,91.1,Vijaipur,No
21.1,7.2,64.4,Bangalore,No
26.7,5,21.3,Vijaipur,No
38.09515616,29.33699711,70,Bangalore,No
21.3,14.8,8.4,Vijaipur,Yes
15.5,2.4,84.5,Vijaipur,No
40.53159497,62.91430225,98.2,Guwahati,No
33.5,8.4,18.4,Bangalore,Yes
17.8,3.4,56,Vijaipur,No
49.71972814,78.5736051,38.5,Bangalore,No
39.12925048,68.2878582,31.8,Vijaipur,No
22.2,6.3,92.9,Bangalore,No
43.0654359,27.78800148,32.6,Guwahati,No
36.89762287,35.77715661,24.6,Bangalore,No
16.9,12.5,25.6,Vijaipur,No
34.2,12.8,4.5,Guwahati,Yes
32.1,6.3,51.6,Bangalore,No
30.4,13.1,10.3,Bangalore,Yes
20.7,14.2,5,Bangalore,Yes
30.3,10.3,9.6,Vijaipur,Yes
34.6,4.7,1,Vijaipur,Yes
31.9,4.6,67.9,Vijaipur,No
48.37003012,61.03528198,66.1,Guwahati,No
34.5,9.8,24.6,Vijaipur,No
20.8,14.4,76.5,Bangalore,No
24.3,12.6,8.4,Guwahati,Yes
16.1,2.1,45.3,Bangalore,No
20.4,11.8,12.2,Bangalore,Yes
34,6.8,37.8,Guwahati,No
25.8,7.4,59.7,Guwahati,No
17.5,10.2,71.9,Vijaipur,No
34.4,8.7,7.1,Guwahati,Yes
28,2.2,21.1,Bangalore,No
31.2,11.7,2.3,Bangalore,Yes
25.8,12.6,2.2,Vijaipur,Yes
42.42740078,50.95913667,90.7,Bangalore,No
31.2,12.7,44.4,Guwahati,No
34.3,4,99.3,Guwahati,No
17.4,5.2,60.4,Guwahati,No
22.9,10.3,26.8,Guwahati,No
19.4,1.1,58.3,Vijaipur,No
23.5,12,55.9,Bangalore,No
25.6,14.2,62.6,Vijaipur,No
22.9,1.2,67.6,Vijaipur,No
34.6,9.6,14.5,Guwahati,Yes
32.4,8.9,57.7,Bangalore,No
23.9,4,36.4,Guwahati,No
24.7,5.4,49.5,Guwahati,No
30.2,11.6,29.8,Vijaipur,No
33.1,4.5,3.8,Bangalore,Yes
16.2,7.5,70.5,Vijaipur,No
18.2,9.7,5.5,Guwahati,Yes
30.2,7.2,47.4,Bangalore,No
29,11.9,16.5,Vijaipur,Yes
34,11.5,76.3,Vijaipur,No
37.55016408,48.27176429,39.5,Vijaipur,No
26,6.6,20.5,Bangalore,No
21.7,11.2,9.7,Bangalore,Yes
45.76884975,28.85805568,25.4,Guwahati,No
26.7,4.1,8.7,Guwahati,Yes
17.5,3.7,44.2,Guwahati,No
27.3,2.2,40.2,Guwahati,No
29.8,12.5,99.4,Bangalore,No
29.3,11.1,65.9,Bangalore,No
24.5,12.3,11.5,Bangalore,Yes
15.7,5.1,87,Guwahati,No
23.4,3.7,6.1,Bangalore,Yes
19.1,9.1,29,Vijaipur,No
43.31489654,95.28196647,14.3,Guwahati,No
29.9,5.2,18.5,Vijaipur,Yes
21.2,13,60.8,Bangalore,No
34.3,12.8,44.2,Vijaipur,No
32.3,14.9,34,Vijaipur,No
35.60248753,92.06824501,34.5,Guwahati,No
20.9,8.1,63.8,Guwahati,No
37.50753756,79.91950067,82.4,Bangalore,No
23.9,11.5,4.6,Bangalore,Yes
27.8,12.5,67.4,Bangalore,No
29.1,11.6,90.2,Guwahati,No
45.03738023,52.07571321,31.3,Bangalore,No
15.8,1.3,26.5,Guwahati,No
25.5,9.9,53.2,Guwahati,No
21.2,3.6,64.3,Vijaipur,No
40.50107922,63.7990064,5.7,Guwahati,No
45.40916662,53.34609785,69.3,Guwahati,No
17.5,2.2,89.3,Bangalore,No
22.3,5.1,48.3,Vijaipur,No
26.9,13.7,14.4,Guwahati,Yes
48.4254911,47.41220746,31.8,Vijaipur,No
20.3,9.7,37,Bangalore,No
38.62313398,45.27758918,27.5,Guwahati,No
35.33323372,45.61572012,34.6,Guwahati,No
38.13754201,73.41261656,80,Vijaipur,No
46.17329461,91.81554939,94.4,Guwahati,No
46.53294858,97.55379702,69.3,Bangalore,No
37.6692968,89.61177,42.1,Bangalore,No
22.4,2,6.2,Guwahati,Yes
39.00327823,50.31380363,46.8,Bangalore,No
17.6,14.4,67.7,Guwahati,No
24.1,9.5,1.2,Vijaipur,Yes
27,4.3,13,Bangalore,Yes
28.9,12.6,61.7,Guwahati,No
27.3,10.1,17.6,Guwahati,Yes
22.4,12.1,86.9,Bangalore,No
27.8,11.4,91.7,Guwahati,No
24.5,3.5,21.8,Vijaipur,No
26.5,9.5,45.7,Vijaipur,No
17.5,5.5,22.9,Vijaipur,No
35.57225832,77.85468095,50.6,Bangalore,No
26.4,9.4,77.6,Bangalore,No
30.7,1.4,50.8,Guwahati,No
21.6,9.3,31,Bangalore,No
25.2,3.7,11.9,Bangalore,Yes
22,5,84,Guwahati,No
21.1,12.7,46.7,Guwahati,No
29.3,3.4,10.1,Bangalore,Yes
31.6,6.6,55.3,Vijaipur,No
30.9,3.9,72.7,Vijaipur,No
48.6320029,77.86364113,95.6,Vijaipur,No
21.6,13.2,2.8,Vijaipur,Yes
37.78375498,74.8174687,6.1,Guwahati,No
30.8,9.6,78.2,Guwahati,No
18.1,9.8,73.9,Guwahati,No
37.37993374,33.72989382,77,Vijaipur,No
35.21575269,27.0556525,62.7,Bangalore,No
17.5,5.9,26.4,Guwahati,No
35.63536101,86.43194008,79.1,Bangalore,No
22.4,8.3,22.5,Vijaipur,No
34.6,2.8,45.1,Guwahati,No
24.4,7.6,78.6,Bangalore,No
18.9,9.7,33.6,Bangalore,No
33.9,8.4,14.1,Guwahati,Yes
15.5,8,76.4,Bangalore,No
30.5,5.6,5.7,Bangalore,Yes
43.73473078,68.26801026,56.6,Bangalore,No
17.6,3.2,7,Vijaipur,No
15.9,2.9,71.4,Bangalore,No
22.6,1.5,60.4,Guwahati,No
17.5,11.6,73.2,Bangalore,No
19.2,8.7,31.2,Guwahati,No
16.8,9.2,47.5,Guwahati,No
28,7.5,53.2,Vijaipur,No
29.3,2.6,5,Guwahati,Yes
36.95907128,67.7112351,90.3,Vijaipur,No
38.32393601,51.23478977,88.1,Bangalore,No
18.2,11.5,60.5,Guwahati,No
19.7,7.2,8.4,Guwahati,Yes
33,13,62.9,Bangalore,No
42.52635549,56.88384648,4.8,Bangalore,No
28.9,12.8,48.4,Guwahati,No
27.5,3.4,35.8,Vijaipur,No
38.43456643,66.53098011,77.3,Guwahati,No
33.2,6.5,91.1,Bangalore,No
25.4,13.1,9.7,Guwahati,Yes
28.6,2.8,50.5,Vijaipur,No
45.44920193,53.5659759,38.8,Vijaipur,No
28.5,11.8,2.1,Bangalore,Yes
27.8,2.4,42.4,Vijaipur,No
33.4,10.5,14.3,Vijaipur,Yes
25,2.8,92.6,Vijaipur,No
31.9,5.3,27,Vijaipur,No
21,6.1,1.3,Guwahati,Yes
19.2,5.6,91.8,Guwahati,No
26.3,12.9,13.3,Guwahati,Yes
23,12.6,67.6,Bangalore,No
25.5,12,73.8,Guwahati,No
43.26605529,90.02239574,28.4,Bangalore,No
38.38800158,35.23902759,53,Guwahati,No
26.4,7.2,17.8,Vijaipur,Yes
19.9,11.4,50.8,Bangalore,No
27,7.3,39,Guwahati,No
30.1,4.8,97.5,Guwahati,No
24.9,1.4,58.3,Bangalore,No
31.7,8.7,10.6,Vijaipur,Yes
32.9,6.9,40.8,Vijaipur,No
27.8,11.2,72.5,Guwahati,No
19.9,12.4,45,Vijaipur,No
27.3,5.2,85.4,Bangalore,No
46.78180095,43.26629366,33,Bangalore,No
32.9,5.3,92.4,Bangalore,No
17.3,3.9,3.6,Vijaipur,No
19.7,2.9,39.8,Bangalore,No
25.2,12.3,44.6,Bangalore,No
29.8,12.3,89.3,Vijaipur,No
23.8,4.8,29.8,Vijaipur,No
23.5,11.6,31.6,Guwahati,No
34.2,6.2,17.8,Bangalore,Yes
32.1,14.2,17.6,Bangalore,Yes
24.7,4.3,56.4,Bangalore,No
26.8,13.9,87.9,Bangalore,No
47.12774918,55.08581605,65.9,Guwahati,No
23.5,14.4,62.8,Bangalore,No
27.7,11.7,95.9,Bangalore,No
28.4,3.8,85.7,Guwahati,No
34.1,14.1,4.5,Vijaipur,Yes
38.61017648,55.67307783,92.8,Guwahati,No
27.1,4.3,84,Vijaipur,No
20.9,3.6,0.8,Vijaipur,Yes
34.7,7.4,7,Vijaipur,Yes
16.5,13.4,42.5,Guwahati,No
34.5,8.4,6.5,Vijaipur,Yes
24.4,9.5,79.5,Vijaipur,No
45.99010262,59.25669098,64.3,Vijaipur,No
25.6,13.6,76.6,Bangalore,No
26.8,14.9,17.1,Bangalore,Yes
22.2,4,69.6,Guwahati,No
19.3,6.6,6.3,Vijaipur,Yes
48.98941571,37.6376924,25.2,Vijaipur,No
18.3,4.6,0.2,Vijaipur,Yes
17.2,7.8,59.8,Guwahati,No
25.9,5.4,3,Guwahati,Yes
34.4,12.6,22.5,Vijaipur,No
31.6,4.2,79,Vijaipur,No
39.81995597,62.11605965,48.5,Bangalore,No
28.6,11.9,15.3,Bangalore,Yes
27.7,2.8,12.9,Bangalore,Yes
15.1,7.6,4.6,Bangalore,No
28.9,9.3,9.6,Guwahati,Yes
22.4,2.6,72.6,Vijaipur,No
49.80556002,68.0252206,74.8,Guwahati,No
40.4021134,45.28690341,84.3,Guwahati,No
25.2,4.2,52.5,Guwahati,No
32.4,9.9,66.7,Bangalore,No
26.8,13.5,64.3,Guwahati,No
28.6,4.8,43.3,Vijaipur,No
25.2,9.4,75.5,Guwahati,No
17.7,11.1,48.6,Guwahati,No
39.38454893,95.4303467,32.4,Guwahati,No
22,13.1,17.3,Bangalore,Yes
30.5,8.1,6.9,Bangalore,Yes
22.5,10.1,76,Bangalore,No
18.3,6.6,49,Guwahati,No
29.4,14,28.2,Bangalore,No
21.5,2.3,15.5,Vijaipur,Yes
41.0650802,92.46739558,74.9,Guwahati,No
34.7,4.5,1.6,Vijaipur,Yes
16.6,9.6,25.5,Bangalore,No
24.6,10.8,91.3,Vijaipur,No
32.9,1.3,36.9,Bangalore,No
47.0337855,65.19366663,78.3,Vijaipur,No
29.4,2.8,88.5,Vijaipur,No
33.6,6.4,11.2,Vijaipur,Yes
28.1,6.5,83.3,Bangalore,No
22.1,13.4,32.1,Bangalore,No
23.6,5.8,13.5,Vijaipur,Yes
44.02031113,96.31270175,85.2,Bangalore,No
19.9,4.7,52.2,Bangalore,No
26.8,14.2,85,Bangalore,No
20,5.9,92,Vijaipur,No
28.9,2,19.3,Guwahati,Yes
19.4,1.9,58.3,Vijaipur,No
36.33424661,52.66468384,56.9,Vijaipur,No
23,8.2,28.4,Guwahati,No
38.05320711,92.01844351,40,Bangalore,No
24.9,2.2,48.3,Bangalore,No
16.2,13.5,16,Vijaipur,No
20.4,14.4,58.5,Guwahati,No
29.2,14.5,46.6,Vijaipur,No
48.41179085,67.33882414,37.7,Bangalore,No
49.58584498,32.09201255,30.1,Vijaipur,No
31.4,13,74.4,Guwahati,No
30.2,5.4,39.6,Guwahati,No
22.1,3.6,27.9,Bangalore,No
20.3,4.5,20.7,Bangalore,No
28.9,1.2,73.3,Guwahati,No
28.5,7.7,30.8,Vijaipur,No
16.2,4.3,78.3,Bangalore,No
31.6,8.2,37.4,Guwahati,No
16.8,12.5,26.5,Bangalore,No
33,1.3,15,Vijaipur,Yes
20.2,6.3,3,Vijaipur,Yes
28.6,4.4,86.4,Bangalore,No
19,6.6,81,Vijaipur,No
19,1.1,20.1,Vijaipur,No
22.7,4.2,53.5,Vijaipur,No
17.5,5.1,9.2,Guwahati,No
32,8.8,58.5,Bangalore,No
16.5,10.5,39.6,Bangalore,No
31.5,13.7,3.5,Vijaipur,Yes
33.7,9.8,26.2,Bangalore,No
47.76146312,44.5905856,72.6,Vijaipur,No
30.5,14.1,68.3,Vijaipur,No
30.8,5.7,3.2,Vijaipur,Yes
41.27881527,41.84452623,85.6,Bangalore,No
24.9,2.4,80.9,Guwahati,No
17.5,5.8,15.4,Vijaipur,No
19.6,6.5,85.1,Bangalore,No
32.6,12.6,78.5,Bangalore,No
41.0694323,29.43058371,80.8,Bangalore,No
27.4,2.3,88.5,Bangalore,No
31,10.3,65.3,Vijaipur,No
26.5,3.6,3,Bangalore,Yes
18.6,1.1,64.3,Vijaipur,No
34,5.3,35.3,Vijaipur,No
21.8,3,10.9,Bangalore,Yes
38.66143302,72.34597074,81.4,Bangalore,No
31.3,14.9,68.2,Bangalore,No
29.4,12.7,49.9,Vijaipur,No
22.1,5.2,30.4,Bangalore,No
28.1,9.9,16.3,Vijaipur,Yes
28.2,14.6,15.2,Guwahati,Yes
20.9,12.4,5.8,Bangalore,Yes
32.4,5,14.6,Guwahati,Yes
22.2,2.9,65.1,Bangalore,No
26,9.4,28.1,Bangalore,No
28.4,13.5,68.4,Guwahati,No
20.5,8.9,47.6,Vijaipur,No
34.9,13.7,63.9,Guwahati,No
36.12187788,96.83210155,21.9,Guwahati,No
44.01560768,88.11806989,100,Bangalore,No
33.4,7.7,39.1,Guwahati,No
49.92638621,38.50025901,24.4,Vijaipur,No
44.9078769,52.44111749,56.6,Guwahati,No
23.4,12,11.7,Guwahati,Yes
29,6.8,90.6,Bangalore,No
24.1,10.2,30.5,Vijaipur,No
39.24775897,83.05227102,37,Guwahati,No
38.88624035,66.11282476,49.6,Vijaipur,No
19.5,2.5,50.7,Bangalore,No
25.8,4.5,92.1,Bangalore,No
23.6,7.2,53.5,Vijaipur,No
26.8,7.2,15.4,Vijaipur,Yes
34.8,7.8,69.6,Vijaipur,No
39.81543913,45.73608132,69.9,Vijaipur,No
22.6,10.9,60.1,Guwahati,No
35.01196475,78.26338386,26.1,Guwahati,No
28,14.7,33.4,Vijaipur,No
20.6,11.6,33.1,Vijaipur,No
30.4,1.2,65,Bangalore,No
16.4,12.6,15,Vijaipur,No
26.1,3.8,37.5,Vijaipur,No
26.3,3.2,87.9,Vijaipur,No
20.2,7,81,Vijaipur,No
24.8,4.8,55.1,Bangalore,No
29.1,2.1,19.4,Vijaipur,Yes
26.2,3.9,27.7,Guwahati,No
34.8,13.7,12.8,Guwahati,Yes
40.93534159,52.4744975,40.3,Guwahati,No
29.3,14.9,21.6,Guwahati,No
18.7,10.6,20.2,Vijaipur,No
29.7,2.3,22.5,Guwahati,No
45.37701827,72.83697507,36.7,Guwahati,No
49.14140286,99.31131375,55.8,Guwahati,No
21.6,2.5,93.3,Guwahati,No
28.8,5.8,31.6,Guwahati,No
45.74825206,82.75631877,29.8,Vijaipur,No
34.4,2.7,62.1,Guwahati,No
17.8,14.5,8.7,Vijaipur,No
24.9,12.7,11.3,Guwahati,Yes
19.8,10,78.9,Guwahati,No
26,13.9,96.4,Bangalore,No
25.8,8.2,5.2,Guwahati,Yes
29.4,12.6,87.9,Vijaipur,No
25.1,9.7,48.4,Bangalore,No
31.4,3.4,33.5,Bangalore,No
47.43772589,90.27533923,92.4,Bangalore,No
34.7,4.1,22.7,Bangalore,No
43.16296939,87.51144327,25.9,Bangalore,No
24.6,4.9,47.4,Bangalore,No
48.19741644,70.14309857,16.1,Vijaipur,No
40.52687549,54.79243633,74.1,Vijaipur,No
47.44827052,37.26084467,71.7,Vijaipur,No
32.8,8,77.1,Vijaipur,No
31.4,11,41.2,Bangalore,No
37.22728623,79.50411977,91.2,Guwahati,No
17.9,13.3,12.3,Bangalore,No
18.7,6,29.5,Vijaipur,No
27.8,10.6,88.2,Bangalore,No
35.8454482,60.97185092,68.8,Bangalore,No
31,12,96,Bangalore,No
24.5,7.4,9.5,Guwahati,Yes
24.5,1.3,98.4,Guwahati,No
